Playerxlsx_4161,newplayerTeamData_1688,true
Playerxlsx_6071,newplayerTeamData_1686,true
Playerxlsx_8761,newplayerTeamData_1636,true
Playerxlsx_3616,newplayerTeamData_1639,true
Playerxlsx_3777,newplayerTeamData_1075,true
Playerxlsx_5715,newplayerTeamData_1387,true
Playerxlsx_7069,newplayerTeamData_1419,true
Playerxlsx_7332,newplayerTeamData_1476,true
Playerxlsx_1060,newplayerTeamData_1099,true
Playerxlsx_1060,newplayerTeamData_1186,true
Playerxlsx_6245,newplayerTeamData_1638,true
Playerxlsx_1516,newplayerTeamData_1555,false
Playerxlsx_4228,newplayerTeamData_1697,true
Playerxlsx_10744,newplayerTeamData_1691,true
Playerxlsx_8289,newplayerTeamData_1395,true
Playerxlsx_2245,newplayerTeamData_1516,true
Playerxlsx_2245,newplayerTeamData_1527,true
Playerxlsx_7270,newplayerTeamData_1004,true
Playerxlsx_2273,newplayerTeamData_1283,true
Playerxlsx_5551,newplayerTeamData_1498,true
Playerxlsx_5883,newplayerTeamData_1270,true
Playerxlsx_4082,newplayerTeamData_1297,false
Playerxlsx_2628,newplayerTeamData_1119,true
Playerxlsx_11952,newplayerTeamData_1400,true
Playerxlsx_11927,newplayerTeamData_1692,true
Playerxlsx_3500,newplayerTeamData_1065,true
Playerxlsx_6487,newplayerTeamData_1272,true
Playerxlsx_7626,newplayerTeamData_1148,true
Playerxlsx_2417,newplayerTeamData_1521,true
Playerxlsx_10171,newplayerTeamData_1687,true
Playerxlsx_10668,newplayerTeamData_1625,true
Playerxlsx_5498,newplayerTeamData_1219,true
Playerxlsx_11881,newplayerTeamData_1056,false
Playerxlsx_2593,newplayerTeamData_1073,true
Playerxlsx_2595,newplayerTeamData_1084,true
Playerxlsx_6852,newplayerTeamData_1058,true
Playerxlsx_6852,newplayerTeamData_1733,true
Playerxlsx_2620,newplayerTeamData_1526,true
Playerxlsx_2624,newplayerTeamData_1526,false
Playerxlsx_3214,newplayerTeamData_1082,true
Playerxlsx_3211,newplayerTeamData_1082,false
Playerxlsx_3212,newplayerTeamData_1082,false
Playerxlsx_3213,newplayerTeamData_1082,false
Playerxlsx_3215,newplayerTeamData_1082,false
Playerxlsx_3216,newplayerTeamData_1082,false
Playerxlsx_3217,newplayerTeamData_1082,false
Playerxlsx_3843,newplayerTeamData_1091,true
Playerxlsx_3845,newplayerTeamData_1091,false
Playerxlsx_3844,newplayerTeamData_1091,false
Playerxlsx_4559,newplayerTeamData_1086,false
Playerxlsx_4560,newplayerTeamData_1086,false
Playerxlsx_9838,newplayerTeamData_1674,true
Playerxlsx_2962,newplayerTeamData_1130,true
Playerxlsx_6599,newplayerTeamData_1497,true
Playerxlsx_5513,newplayerTeamData_1044,true
Playerxlsx_5406,newplayerTeamData_1642,true
Playerxlsx_9810,newplayerTeamData_1376,true
Playerxlsx_6861,newplayerTeamData_1628,true
Playerxlsx_7642,newplayerTeamData_1080,true
Playerxlsx_7641,newplayerTeamData_1080,false
Playerxlsx_7643,newplayerTeamData_1080,false
Playerxlsx_8759,newplayerTeamData_1624,true
Playerxlsx_8759,newplayerTeamData_1078,true
Playerxlsx_8284,newplayerTeamData_1593,true
Playerxlsx_6037,newplayerTeamData_1428,true
Playerxlsx_5058,newplayerTeamData_1380,true
Playerxlsx_5058,newplayerTeamData_1262,true
Playerxlsx_10732,newplayerTeamData_1330,true
Playerxlsx_9412,newplayerTeamData_1083,true
Playerxlsx_9413,newplayerTeamData_1083,false
Playerxlsx_9414,newplayerTeamData_1083,false
Playerxlsx_9415,newplayerTeamData_1083,false
Playerxlsx_9416,newplayerTeamData_1083,false
Playerxlsx_9417,newplayerTeamData_1083,false
Playerxlsx_9528,newplayerTeamData_1508,true
Playerxlsx_9529,newplayerTeamData_1508,false
Playerxlsx_9923,newplayerTeamData_1520,true
Playerxlsx_9920,newplayerTeamData_1520,false
Playerxlsx_9921,newplayerTeamData_1520,false
Playerxlsx_9922,newplayerTeamData_1520,false
Playerxlsx_9924,newplayerTeamData_1520,false
Playerxlsx_10052,newplayerTeamData_1088,true
Playerxlsx_10118,newplayerTeamData_1629,true
Playerxlsx_10119,newplayerTeamData_1629,false
Playerxlsx_2465,newplayerTeamData_1124,true
